作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书,检索原句
200307302523200089,韩国,女,200307,绿色食品与饥饿,70,60,48,38,47,248,未参加,“你认为在你的人生中最{CQ有}价值的是什么？
200209550523250326,韩国,女,200209,如何解决“代沟”问题,65,65,54,54,58,280,C,上述提的礼节部分也是跟它{CD有}相同。
200209550523250806,韩国,女,200209,如何解决“代沟”问题,70,70,42,57,46,273,未参加,我觉得理解对方是重要的条件。
200209550523250291,韩国,女,200209,如何解决“代沟”问题,65,65,69,71,58,312,C,所以对年轻人产生不满意的感[C]情。
200105550523250094,韩国,女,200105,一封写给父母的信,70,65,49,39,45,254,未参加,一定我达{CC得}到自己的目标[B表]。
200510302523200200,韩国,女,200510,我看流行歌曲,75,65,74,63,74,338,C,他们不学习整天听歌曲、背歌词等等。
199705104523200534,韩国,女,199705,我的城市/乡村生活,55,70,60,60,49,278,未参加,要买东西时，随时可以买到。
200405109523201559,韩国,女,200405,吸烟对个人健康和公众利益的影响,70,65,57,77,66,321,C,第一，吸烟[C]对人体有致命的害处[C]。
200307109523100331,韩国,男,200307,绿色食品与饥饿,65,80,64,67,76,340,C,这[C]样，援[C]助饥饿者{CC3饥饿}的产品也变少。
200105550523250157,韩国,女,200105,一封写给父母的信,80,70,63,61,63,327,C,为我做饭，为我买衣服，为我的健康学民间疗法，看{CC请}有关健康{CQ的}书……虽然我知道这一些，还是对你那么不好。
200405109523201861,韩国,女,200405,吸烟对个人健康和公众利益的影响,60,75,57,48,44,270,未参加,某市政府出台了{CC的}一项规定，在公共场所边走边抽烟的人将被罚款[BQ，]这[C]对[C]吸[C]烟[C]者来说，可[C]能会{CJ-sy是}前所未有的最严厉的惩罚措施。
200405109523201548,韩国,女,200405,吸烟对个人健康和公众利益的影响,75,80,69,62,73,350,C,吸烟只会满足您一时的要求，而会破坏您一生的健康，如果您想健康一辈子，我建议您不要抽
200105550523150462,韩国,男,200105,一封写给父母的信,65,65,47,37,61,259,未参加,我也和其他同学一样忧虑着将来的{CJX}我的问[B门]题。
200405109523201893,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,70,57,50,46,274,未参加,以前在电视上看过一个演员[B院]的故事。
199605104523200186,韩国,女,199605,由“三个和尚没水喝”想到的……,60,60,74,45,49,270,未参加,这样的情况都{CJX}表示缺[C]少{CJX}人们{CD的}那个“主人意识”。
200510302523200003,韩国,女,200510,我看流行歌曲,70,50,67,46,74,290,未参加,随着社会的发展，现代的人也跟以前人一样追求流行歌，而许多报[B包]刊、[BC，]杂志上争论对待流行歌曲的看法，而我呢，来说说我对流行歌的看法。
200307206523200046,韩国,女,200307,绿色食品与饥饿,80,75,70,70,79,365,B,那儿生产的农作物供给他们吃。
199804123523200240,韩国,女,199804,学习汉语的苦与乐,70,65,30,49,36,236,未参加,我有了朋友和好的成绩。
200105550523250120,韩国,女,200105,一封写给父母的信,65,65,49,49,45,257,未参加,所以生活中没有什么问题。
200307271523200046,韩国,女,200307,绿色食品与饥饿,70,75,80,51,70,335,C,其中之一是上面短文中使用化肥和农药的问题。
199804124523100489,韩国,男,199804,学习汉语的苦与乐,70,65,69,52,60,302,C,刚刚开始学发音与语调，对我个人来说最难。
200307204523200131,韩国,女,200307,绿色食品与饥饿,60,65,67,54,64,293,C,过[C]去的生活是只要{CC只想}吃饱、喝足就行的。
200510302523200065,韩国,女,200510,我看流行歌曲,95,70,67,48,77,351,C,随着商业文化的发展，影[B景]视行业出现了很多明星。
200307271523200071,韩国,女,200307,绿色食品与饥饿,70,65,64,56,81,322,C,"那么怎样解决这个问题?首先,农作物的产量不能降低,应该继续提高产量。[BC、]"
200307212523100027,韩国,男,200307,绿色食品与饥饿,65,70,51,43,67,282,未参加,所以南韩就帮北韩。
200105550523250353,韩国,女,200105,一封写给父母的信,65,70,38,44,56,259,未参加,虽然我没有给你写信，[BC。]但是你应该知道我对你的感情，[BC。]对吧？
199505104523100120,韩国,男,199505,记对我影响最大的一个人,55,70,52,59,49,269,未参加,可是我的母亲[F親]还是节约{CC省约}{CJ-sy用}钱。
200307206523100062,韩国,男,200307,绿色食品与饥饿,65,55,59,54,56,271,未参加,先帮助一些挨饿的国家，然后发明比绿色食品更好的食品就可以。
200510302523100026,韩国,男,200510,我看流行歌曲,60,65,42,38,52,240,未参加,流行歌曲中{CC上}我们能够感到各种各样的社会现状、这是间[B同]接[C]表现社会的坏处，而且指引{CC引导}正当的路。
200209550523250055,韩国,女,200209,如何解决“代沟”问题,65,65,81,67,56,318,C,原因就是家长制的社会观念{CC方式}。
200105550523250369,韩国,女,200105,一封写给父母的信,65,75,60,73,51,311,C,今天我给你们写信，你们一定感到奇怪。
200510111523201575,韩国,女,200510,我看流行歌曲,65,55,51,38,45,236,未参加,那么你想问[D吧]“那你高中毕业以后不喜欢流行歌曲{CQ了}吗？
200209550523250868,韩国,女,200209,如何解决“代沟”问题,80,65,51,62,46,292,C,我上了大学以后，{CJ+zhuy我}常常很晚才回家。
199904123523200087,韩国,女,199904,如何面对挫折,70,65,48,47,37,253,未参加,虽然{CC因为}我学习努力，但我的成绩不好[BQ，]差一点{CQ没}上好高中{CD了}。
200105550523250190,韩国,女,200105,一封写给父母的信,65,70,52,44,58,275,未参加,我知道因经济不景气你们一直担心。
200510111523200892,韩国,女,200510,我看流行歌曲,50,85,46,52,52,272,未参加,所以，很多人听流行歌就产生共鸣{CC共感}，也就是说能够得知其他人的生活。
200105550523150116,韩国,男,200105,一封写给父母的信,65,65,27,25,38,204,未参加,要不然我的心情真不好。
199605550523190073,韩国,男,199605,由“三个和尚没水喝”想到的……,60,60,66,70,49,287,未参加,再见。
200307212523100029,韩国,男,200307,绿色食品与饥饿,70,70,70,70,96,364,C,消除挨饿现象是最根本的，然后才谈得上绿色食品，谈得上质量。
200510302523100127,韩国,男,200510,我看流行歌曲,65,55,30,28,32,192,未参加,流行{CJ+sy是}过{CJ-dy一些}时候再回来。
200105550523250392,韩国,女,200105,一封写给父母的信,70,65,52,49,65,287,未参加,爸爸在四月[B份]开始{CJ-sy开}药店，整天都在药店里吃苦，妈妈也在爸爸旁[B方]边帮他的忙，早{CC在}上八点[B占]上班，晚上十一点左右才回来，看你们累的样子，抽不出{CC了}时间而没给你们什么帮助的我，就{CJ-sy觉得}{CJ-zy很}对不起{CJ+buy得很}。
200307215523250021,韩国,女,200307,绿色食品与饥饿,60,65,78,59,61,306,C,到目前为止，我一般{CJX}吃的蔬菜和水果等给我带来了很多麻烦。
200104124523100243,韩国,男,200104,一封写给父母的信,70,65,74,56,85,336,C,还有，再过了两个月，我可以回家，您俩一定很高兴，是吧？
200105550523250384,韩国,女,200105,一封写给父母的信,65,65,79,61,67,321,C,我保证[B征]以后一定不会有了{CJX}那样坏的女儿。
200209550523250151,韩国,女,200209,如何解决“代沟”问题,65,65,75,76,60,325,C,首先，对个人来讲，长辈{CC晚辈}应以宽容的态度照顾孩子们。
200209550523250299,韩国,女,200209,如何解决“代沟”问题,60,65,48,54,54,264,未参加,在生活中两代人总是该意识{CJ-buy到}这种情况。
200307109523200419,韩国,女,200307,绿色食品与饥饿,70,80,83,67,87,377,B,吃“绿色食品”和不挨饿这两个问题都是很重要的问题，[BC.]哪个都不能放手。
199505104523200093,韩国,女,199505,记对我影响最大的一个人,80,80,65,50,51,318,C,如果我长大之后一直在国内生活的话，那我就学不到在国外能学到的了。
200209550523150188,韩国,男,200209,如何解决“代沟”问题,65,60,69,54,62,293,C,这样的情况导致现代社会的代沟问题成为{CC2是}一个重大的社会问题。
199605550523190031,韩国,男,199605,由“三个和尚没水喝”想到的……,60,60,52,58,51,263,未参加,"当面对[L]这种情况{CQ时}人们都希望别人来办{CJ+sy事}[BQ,]因此最后没有一个人达到{CC实现}自己的目的。"
200209550523250983,韩国,女,200209,如何解决“代沟”问题,75,80,66,71,68,351,B,还有多理解对方也是一种好办法。
200307209523100013,韩国,男,200307,绿色食品与饥饿,70,65,56,70,84,331,C,那么，我们如何解决因绿色食品而引起{CC到来}的饥饿问题呢？
200209550523150820,韩国,男,200209,如何解决“代沟”问题,70,80,57,54,58,309,C,在家里跟父母对话、生活上感到很多观[B关]念、思想方面的差异，在学校跟老师生活、交流也感到很多困难。
199605550523290042,韩国,女,199605,由“三个和尚没水喝”想到的……,80,70,46,47,56,289,未参加,每一个人都这样[F樣]想的话，我相信自私的行为都会消失。
199412104523100646,韩国,男,199412,记对我影响最大的一个人,60,70,81,73,69,338,C,当{CQ上}国会议员以后[BQ，]继续参加民主化运动，他为了祖国的民主化做出{CC2为}了极大的贡献。
200209550523250055,韩国,女,200209,如何解决“代沟”问题,65,65,81,67,56,318,C,但是，随着社会经济发展{CQ水平的}提高，人们的思想改变了。
199610550523290049,韩国,女,199610,如何解决“代沟”问题,65,70,70,57,65,313,C,所以他们越读越了解[C]他们彼此{CC互相}[BQ，]加上，他们常常聊天儿，这也是解[C]决代沟[C]{CJ-by问题}的好的办法。
199412123523100068,韩国,男,199412,记对我影响最大的一个人,55,60,49,50,51,246,未参加,我的脑子里，有一件事的记忆还是漂泊。
200510111523201251,韩国,女,200510,我看流行歌曲,70,75,63,54,69,320,C,通过{CC2以}听好听的歌曲让他们心情放松了。{CJ-zhuy这}
200209550523250326,韩国,女,200209,如何解决“代沟”问题,65,65,54,54,58,280,C,我觉得儒[B需]教思想是韩国的一种传统，并不能忽视进而改变。
200405109523100587,韩国,男,200405,吸烟对个人健康和公众利益的影响,80,60,48,58,55,288,未参加,好吗？
199605104523100028,韩国,男,199605,由“三个和尚没水喝”想到的……,65,60,60,56,51,275,未参加,因为我[C]的年纪最大，而且社会{CD的}经验也最丰富。
200405109523100566,韩国,男,200405,吸烟对个人健康和公众利益的影响,75,60,38,48,39,246,未参加,如果跟女朋友一起的[C]时候我不抽烟，因为她真不喜欢抽烟{CJX}的，但我真想抽烟的话[BQ，]先问女朋友[BQ，]之后在外边一个人抽烟{CD的}，这[C]样的话不会{CC没有}影响她{CD的}。
199705104523200102,韩国,女,199705,我的城市/乡村生活,60,50,63,63,58,274,未参加,那时候我哥哥也是一个孩子，他只有12岁，我们兄弟帮不了母亲，而且不太清楚那时候的情况。
200510302523200139,韩国,女,200510,我看流行歌曲,70,60,37,40,50,242,未参加,前几年，在韩国有一个学生。
200209550523250791,韩国,女,200209,如何解决“代沟”问题,70,70,48,71,50,297,C,每个人都不一样，我们应该了解别人的想法。
200209550523250082,韩国,女,200209,如何解决“代沟”问题,65,65,33,40,36,223,未参加,父母为了教育孩子，而且{CC2而}为了让{CC给}孩子生活在更好的环境{CD就}每天工作。
199505550523100901,韩国,男,199505,记对我影响最大的一个人,60,55,36,55,55,242,未参加,到了十七岁[F歲]的时候{CJ-zhuy我}碰巧{CC2巧}学习{CC2念}了退溪先生的生平与思想，对他的学问很感兴趣。{CP进而，对他的学问态度和人格很敬佩{CC激动}
200209550523150217,韩国,男,200209,如何解决“代沟”问题,65,65,45,49,36,244,未参加,其实老人和年青人之间没[C]有说话的机会。
199412104523100648,韩国,男,199412,记对我影响最大的一个人,65,65,41,46,35,236,未参加,他们的负担更重{CC多}{CQ了}。
200307201523100063,韩国,男,200307,绿色食品与饥饿,60,55,56,46,41,239,未参加,其中，现在我想说的[B得]是“食”。
200209550523250128,韩国,女,200209,如何解决“代沟”问题,65,75,60,71,56,314,C,每个父母都爱自己的孩子。
200307109523200115,韩国,女,200307,绿色食品与饥饿,90,95,86,80,100,449,A,"品种之多,让人眼花缭[B瞭]乱。[BC.]"
200307109523200293,韩国,女,200307,绿色食品与饥饿,60,65,64,35,41,248,未参加,所以我觉[C]得不能忽视[C]这[B还]两方的立场。
200307109523100073,韩国,男,200307,绿色食品与饥饿,70,70,80,62,70,340,C,如果不用化肥和农药，[BC、]农作物的产量会大大降低，而现在世界大约几亿人口[B品]缺少[B小]粮食而挨饿{CC饥饿}。
200105550523150116,韩国,男,200105,一封写给父母的信,65,65,27,25,38,204,未参加,哥哥说，那时我正在考期中考试。
200405109523101860,韩国,男,200405,吸烟对个人健康和公众利益的影响,50,75,62,60,66,297,未参加,众所周知，吸烟对我们的身体健康没有好处[C]。
200105550523250408,韩国,女,200105,一封写给父母的信,65,65,30,47,51,242,未参加,爸爸！
200405109523201475,韩国,女,200405,吸烟对个人健康和公众利益的影响,85,90,59,83,91,404,B,跟据上述材料可知，禁烟的规定非常严格，显得有点过分以至干涉私人权。
200307204523200128,韩国,女,200307,绿色食品与饥饿,55,55,43,41,44,218,未参加,所以我[C]认为首先农民可以使用天然肥料{CC化肥}，代替化肥来{CJX}用种植{CD的}农作物[BQ，]可以大大减少{CD了}环境污染[C]的问题。
200307302523200024,韩国,女,200307,绿色食品与饥饿,75,70,64,70,84,352,C,其中，人们最关注的是绿色食品——未经污染的农产品加工的食品。
200307209523100002,韩国,男,200307,绿色食品与饥饿,65,65,75,64,81,334,C,我[C]觉得这是很有必要的。[BC．]
200307205523200061,韩国,女,200307,绿色食品与饥饿,70,65,67,38,76,302,未参加,环境问题已来到{CC到来}了人的健康问题之中。
199610550523290026,韩国,女,199610,如何解决“代沟”问题,65,65,52,63,53,282,C,还需要更硬的方法。
200510111523201877,韩国,女,200510,我看流行歌曲,50,50,42,32,42,194,未参加,那个学生听那曲歌以后觉得应该回家[BQ，]改变了自己的想法、[BC，]观念。
200105550523150333,韩国,男,200105,一封写给父母的信,65,65,41,44,36,235,未参加,我真失望[B亡]{CJX}{CQ对}我自己。
200105550523250244,韩国,女,200105,一封写给父母的信,65,60,41,51,45,245,未参加,爸[BQ，]我以前五月八号寄[B奇]给你的信收好了没有？
200405109523201836,韩国,女,200405,吸烟对个人健康和公众利益的影响,80,70,38,48,50,276,未参加,虽然我抽烟抽地没那么多，不过有的时候真的{CC地}需要抽。
200307205523100183,韩国,男,200307,绿色食品与饥饿,75,75,80,67,76,363,B,我们理想的高文化水平的生活，也离不开“吃”这个东西。
200209550523250974,韩国,女,200209,如何解决“代沟”问题,75,70,75,71,70,350,B,互相尊重{CC4尊重先后代}，认识对方{CC他们}的特性继续[C]努力交流。
200510302523100097,韩国,男,200510,我看流行歌曲,70,65,42,44,69,276,未参加,但是我不喜欢流行歌曲。
199505104523100237,韩国,男,199505,记对我影响最大的一个人,70,65,73,61,69,324,C,我现在想起母亲，她活{CQ着}的时候，{CJ-zhuy我}没好好儿照顾{CJ-by她}，是{CJ-dy我的}终身遗[C]憾，可是她的教导{CC教[Y敎]训}，我永远不会{CC能}忘记[B忌]。
200005108523100343,韩国,男,200005,关于用自然之声取代噪声的建议,65,60,75,55,43,281,C,最重要的是改变自己的想法，为了别人让步一下，这也是为了自己的{CJsd}。
200405109523200698,韩国,女,200405,吸烟对个人健康和公众利益的影响,50,65,67,46,50,259,未参加,甚至非吸烟者更深{CD得}{CJX}受{CQ的}伤
200105550523150499,韩国,男,200105,一封写给父母的信,85,85,41,68,70,344,未参加,这是我最喜欢的一收首[B道]唐诗。
200405109523200963,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,60,48,56,55,267,未参加,因为吸烟者抽烟的时候，如果不是在{CQ一}个人{CQ的}地方抽的话，应该{CJ-zy就}有了被吸烟者，尤其是在人口密集的商业中心等地，商业中心或火车站里的人都会{CJ-sy成为}被吸烟者，那在这人口密集的地方都有什么人呢？
200105550523250047,韩国,女,200105,一封写给父母的信,70,70,38,49,61,276,未参加,每天学教育学和汉语。
199605104523200110,韩国,女,199605,由“三个和尚没水喝”想到的……,55,60,69,51,70,286,未参加,投桃报李、[BC，]礼尚[B向]往来等古老{CC保有}的传统也很多。{CD按照}
200510111523201113,韩国,女,200510,我看流行歌曲,75,65,37,42,62,268,未参加,我很喜欢唱歌、[BC，]听歌，跟别人来比的话比不起来{CJ？}。
200510302523100052,韩国,男,200510,我看流行歌曲,95,70,67,61,91,378,C,普普通通的歌，由于唱的歌星长得帅，长得漂亮，因此就成为非常有名的歌曲。[BC，]
200307205523100080,韩国,男,200307,绿色食品与饥饿,75,90,83,80,73,395,B,还[C]要提倡吃绿色食品吗？
200510302523100106,韩国,男,200510,我看流行歌曲,70,65,67,69,77,334,C,确实有些部分连我都不好意思看。
200405109523200673,韩国,女,200405,吸烟对个人健康和公众利益的影响,80,65,55,62,55,305,C,这种措施都是为了人们的健康而实施{CC2来}的。
200105550523250452,韩国,女,200105,一封写给父母的信,70,70,52,42,61,283,未参加,今天写到这儿。
199505550523200910,韩国,女,199505,记对我影响最大的一个人,70,65,60,71,63,315,C,说起我的父母，我的父母亲小时都很难{CJX}过日子。[BC.]
200405109523201451,韩国,女,200405,吸烟对个人健康和公众利益的影响,60,65,57,68,61,294,未参加,如今，我们在公共场所，如公园、公共汽车站，不会成为{CC当成}被动{CC2被}吸烟者，不会{CC能}感到呼吸的痛苦。
200405109523200683,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,60,40,41,35,224,未参加,有这样的规定的话，应该{CQ会}减少{CJX}抽烟的人。
199605104523200005,韩国,女,199605,由“三个和尚没水喝”想到的……,75,60,71,63,54,309,C,听{CJ-buy完}这个故事后，谁都{CC也}觉得那俩小伙子{CD怎}是{CD个}愚人。
200209550523250160,韩国,女,200209,如何解决“代沟”问题,60,70,57,67,54,293,未参加,后辈应该{CC值得}把前辈的经历做榜样{CJba}。
200105550523250457,韩国,女,200105,一封写给父母的信,70,85,63,68,74,352,C,这儿的同学都很好，他们不但帮[L]助我学习，而且下课后教{CJ-by我}一个半小时的汉语。
200510302523100024,韩国,男,200510,我看流行歌曲,70,90,63,61,77,354,C,忘掉自已的身份，放弃了自己的任务而听歌，这样对自己有好处吗？
200105550523250173,韩国,女,200105,一封写给父母的信,75,65,58,51,47,283,C,听说爸爸减肥目前也很成功的，而将会继续下去。
199412123523100096,韩国,男,199412,记我的父亲,65,65,57,57,69,297,C,他已经不是我的天了，他的话，我什么都不听。{CJ-zhuy我}
199605104523200318,韩国,女,199605,由“三个和尚没水喝”想到的……,65,60,74,54,80,316,C,快乐{CC欢悦}。
199804123523200085,韩国,女,199804,学习汉语的苦与乐,60,65,48,49,56,261,未参加,我现在还认为{CC以为}汉语的语法难，但{CJ-zy要}用破釜沉舟的精神来对待这个莫名其妙的汉语，汉语，[BC！]我爱你。
200510111523100889,韩国,男,200510,我看流行歌曲,75,80,67,59,74,346,C,这意味着流行歌曲根本不吸引年纪[B记]大的人，我觉得流行歌曲应该是{CC当}一种谁都能享受的文化。
199705104523100055,韩国,男,199705,我的城市/乡村生活,85,70,63,76,72,357,C,我出生于农村，一直到二十岁，在那儿生活{CD了}。
200307302523200083,韩国,女,200307,绿色食品与饥饿,60,55,22,27,15,160,未参加,那{CJ-sy是}什么样的食品呢？
200307109523100066,韩国,男,200307,绿色食品与饥饿,65,65,70,62,67,313,C,因此我们可以解决这[C]种问题。{CP只要很多农家实施[Pshí]有机农业方法{CC4农法}
199605104523100076,韩国,男,199605,由“三个和尚没水喝”想到的……,65,60,55,49,54,266,未参加,越过{CJX}日子{CJ-zhuy彼此}越互相依靠[C]。
200510302523200104,韩国,女,200510,我看流行歌曲,75,70,44,40,47,265,未参加,流行歌曲给学生们很多的快乐，而且可以安慰像我这{CQ样}的学生们。
200209550523250320,韩国,女,200209,如何解决“代沟”问题,65,65,78,79,70,341,C,而现[F現]在呢？
199904123523200008,韩国,女,199904,如何面对挫折,75,70,37,65,59,295,未参加,在韩国他考上了哪个大学，就决定他未来的命运。
200510111523201263,韩国,女,200510,我看流行歌曲,60,60,28,40,55,225,未参加,其实我喜欢流行歌曲{CD的反面}[BQ，]{CQ但是}很[C]讨厌这种达到痴迷的程度。
200307109523100234,韩国,男,200307,绿色食品与饥饿,60,50,48,35,44,217,未参加,出现{CC发生}{CQ了}以前[C]没有的虫[BQ，]现在呢？[BC！]
200405109523200669,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,65,48,50,68,280,未参加,规定来约[B受]束人民的事也有不太好的一面，可是，为了大部分的人，有时需要严格的规
200505109523200177,韩国,女,200505,父母是孩子的第一任老师,85,65,56,44,42,281,未参加,是她让我喜欢看书，是她教我怎样去看书。{CJsd}
199605104523200196,韩国,女,199605,由“三个和尚没水喝”想到的……,70,60,38,65,84,302,未参加,他们把生活上琐碎的事儿都托在别人的身上。
200209550523250981,韩国,女,200209,如何解决“代沟”问题,70,75,63,54,50,301,C,因为我们之间对话特别多。
199412123523100066,韩国,男,199412,记我的父亲,50,90,49,46,67,290,未参加,我也望子成龙，才{CJ+zy能}知道父亲的心情：{CP虽然家境[C]一直处[C]于贫寒之中，喜悦地东讨西借我的学费。P}
200209550523150114,韩国,男,200209,如何解决“代沟”问题,65,65,72,71,70,327,C,所以两代人应该一起{CC互相}努力跟对方谈话，而且尊重对方，{CQ在}这样的条件下我们可以解决代沟问题。
199312123523100312,韩国,男,199312,一封求职信,55,60,41,63,45,245,未参加,我曾在报纸上登过{CD了}我的体会手记。
200307109523200182,韩国,女,200307,绿色食品与饥饿,70,65,64,51,50,286,C,现在还没有这样高级[B极]的技术。
200307209523100013,韩国,男,200307,绿色食品与饥饿,70,65,56,70,84,331,C,这是有关发达国家的支持，把富余的转让给粮食{CC食粮[F糧]}不足的国家。{CD此外}
200307212523100029,韩国,男,200307,绿色食品与饥饿,70,70,70,70,96,364,C,吃、住、衣这[C]三个是人生活中最根本的东西，这[C]个三个里面。[BC.]
199904123523100204,韩国,男,199904,如何面对挫折,60,60,42,47,48,239,未参加,如果为了自己，放弃别人是不那么愉[L]快的事情吧！
200405109523100356,韩国,男,200405,吸烟对个人健康和公众利益的影响,55,65,54,50,55,261,未参加,对非吸烟者来说，如果在{CD某}{CJ+dy一个}公共场所里{CQ的}某一个人抽烟的话，也{CD得}{CJX}呼吸[B息]的时候不得不吸{CD收}烟。
199412104523200627,韩国,女,199412,记对我影响最大的一个人,65,65,46,61,43,264,未参加,对一个人来说[BQ，]重要的就是自信。[BC，]
200105550523250061,韩国,女,200105,一封写给父母的信,65,65,47,32,42,235,未参加,我想起来了[BQ，]你们一直对我很好。
200209550523250039,韩国,女,200209,如何解决“代沟”问题,65,70,54,84,74,333,C,上一代和下一代的圆满{CD的}和和谐社会发展的主要动力{CJs}。
199505104523200176,韩国,女,199505,记对我影响最大的一个人,70,60,65,63,57,300,C,他有自己的加油站，而且并不是小气鬼{CC3小气}。
199510550523100908,韩国,男,199510,如何看待“安乐死”,75,65,40,44,35,246,未参加,在韩国也{CJX}得病的人很多。
200105550523150322,韩国,男,200105,一封写给父母的信,70,70,71,63,58,320,C,因为是我感觉{CD得}太不好意思了{CC的}。
200209550523250983,韩国,女,200209,如何解决“代沟”问题,75,80,66,71,68,351,B,以外在有些想法也有很大的差异。P}
200209550523250313,韩国,女,200209,如何解决“代沟”问题,65,75,66,76,74,343,C,那如何解决代沟问题？
200510302523100067,韩国,男,200510,我看流行歌曲,80,75,72,69,100,387,B,人们自古以来运用很多方法表达自己的感情，歌曲是最具有代表性的方法之一。
200510111523200833,韩国,女,200510,我看流行歌曲,70,70,67,40,64,299,未参加,这都是一样的道理，一是听不习惯，二是兴趣和爱好{CC爱爱}不同。
200105550523250394,韩国,女,200105,一封写给父母的信,75,70,66,51,54,305,C,前几天{CC3目前}5月8号父母节时，我没抽空去你们那儿，很不好意思。
199605550523190023,韩国,男,199605,由“三个和尚没水喝”想到的……,60,55,44,47,49,236,未参加,所以他只好到山底下挑水喝，这[F這]个[F個]不是{CJ-zhuy他}自己愿[F願]意的，是外界因素让他挑水喝。[BC，]
200510302523100173,韩国,男,200510,我看流行歌曲,70,65,56,42,72,291,未参加,过一段时间学校给我介绍了一个朋友。
199610550523190027,韩国,男,199610,如何解决“代沟”问题,60,70,54,44,41,254,未参加,现[F現]在社会[F會]渐[F漸]渐[F漸]变[F變]成物质[F質]万[F萬]能时[F時]代，所以夫妻都有职[F職]业[F業]，而忽略了与[F與]子女讨[F討]论[F論]的时[F時]间[F間]。[BC，]
200307109523200017,韩国,女,200307,绿色食品与饥饿,65,70,70,49,81,321,C,但为了解决挨饿的问题，我们也不能不想到农药。
200307302523100030,韩国,男,200307,绿色食品与饥饿,80,65,70,67,81,351,B,但这[C]只是想到眼前的利益而没有想到将来的事。
200510111523201265,韩国,女,200510,我看流行歌曲,65,70,56,54,59,290,C,因此我比较喜欢听从{CC自}以前传下来的。
200307204523100101,韩国,男,200307,绿色食品与饥饿,60,65,48,43,38,237,未参加,"人们可以住的地方很小,人口增加,而{CC1反面}在地球[C]{CQ上}可以生产的东西有限。[BC.]"
200307302523200054,韩国,女,200307,绿色食品与饥饿,65,60,70,54,58,290,C,尽量少点儿使用农药就
199605104523200257,韩国,女,199605,由“三个和尚没水喝”想到的……,75,70,71,76,84,365,B,但是，一旦[B但]发现旁边有一个人或者几个人能帮助自己，他做{CC对}事情的动力{CC动机[C]}就飞到九霄云外{CC九霞云外}去了。
200510111523201072,韩国,女,200510,我看流行歌曲,55,75,56,61,69,301,未参加,虽然任何事情{CJX}做的时候，当然重要{CJX}自己的满足，但是也重要{CJX}对别人或者社会的影响。
200209550523250296,韩国,女,200209,如何解决“代沟”问题,70,65,78,62,46,307,C,而青年人认为长[B张]辈的思想是旧的，不了解青年人的情绪。
200209550523250206,韩国,女,200209,如何解决“代沟”问题,65,65,48,59,48,269,未参加,但是爸爸说那不是重要的。
200405109523201424,韩国,女,200405,吸烟对个人健康和公众利益的影响,75,55,48,44,66,273,未参加,而且吸烟会导致各种各样的疾病。
200510111523100435,韩国,男,200510,我看流行歌曲,65,65,74,69,67,324,C,不应[C]该这样。
200105550523150330,韩国,男,200105,一封写给父母的信,70,75,47,39,42,262,未参加,我现在呢？
200209550523250750,韩国,女,200209,如何解决“代沟”问题,65,65,48,54,44,260,未参加,这样的{CD坏}家庭一定会给社[Pshè]会不少的影[Pyǐng]响[B向]。
200405109523200542,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,65,52,41,44,251,未参加,法律上制定{CC作用}一项规定{CJ}，这样的话[C]可以在公共场所里抽烟的人越来越少{CD了}{CJjy}。
200307201523200008,韩国,女,200307,绿色食品与饥饿,75,75,70,75,81,366,B,这难道是昆虫犯的错误吗？
199505104523100224,韩国,男,199505,记对我影响最大的一个人,65,75,62,57,63,309,C,他叫×××[BQ。]我上大学以后，第一次见到他的时候[BQ，]他很朴[C]素、温[C]和、体贴别人。
200105550523150249,韩国,男,200105,一封写给父母的信,70,80,41,47,51,279,未参加,还有来自各国的朋友。
200307302523200126,韩国,女,200307,绿色食品与饥饿,65,65,70,35,70,289,未参加,但也有自然环境污染。[BC.]
200510111523101054,韩国,男,200510,我看流行歌曲,60,70,63,46,57,281,未参加,好多中国人，特别是年轻人都追求韩国明星的服装、[BC，]发型{CC头发}。
200510111523201106,韩国,女,200510,我看流行歌曲,50,70,42,38,59,242,未参加,喜欢听音乐的人中绝没有坏[B环]人，流行歌曲[B典]让我[C]们的生活丰富而美满[C]。
200510111523200015,韩国,女,200510,我看流行歌曲,60,90,65,42,62,309,未参加,这样的情况下，产生了多种的社会问题。
200510111523200776,韩国,女,200510,我看流行歌曲,70,75,63,65,57,319,C,可是我听以后可以理解非常悲哀的心情。
200405109523100321,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,75,76,64,50,317,C,根据某市政府出台的一项规定，在公共场所边走边抽烟的人将被罚款，[BC。]这是迄今为止对吸烟者最严厉的惩罚措施。
200510111523201877,韩国,女,200510,我看流行歌曲,50,50,42,32,42,194,未参加,我喜欢流行歌曲。
200510302523100005,韩国,男,200510,我看流行歌曲,80,70,65,38,55,298,未参加,这儿就可以知道，时代变，流行歌曲[C]也变。
200105550523250094,韩国,女,200105,一封写给父母的信,70,65,49,39,45,254,未参加,爸妈，您好：[BC？]我是您们的长{CC大}女，××昨天弟弟给我打电话了，他的生活也很舒[B舍]服。
